normalized_label,label,language,required_cohort,prior_entity_slugs,prior_mechanisms,prior_occurrences,decision,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
egg yolk,egg yolk,und,,egg-yolk,attribute_alias,229,retain,D2,egg-yolk,"{""egg_part"":""yolk""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
egg yolks,egg yolks,en,,egg-yolk,attribute_alias,519,retain,D2,egg-yolk,"{""egg_part"":""yolk""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
eggs,Eggs,und,,egg,attribute_alias,1048,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ei,Ei,de,de,egg,attribute_alias,561,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
eier,Eier,de,de,egg,attribute_alias,1154,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
eigelb,Eigelb,de,de,egg-yolk,attribute_alias,233,retain,D2,egg-yolk,"{""egg_part"":""yolk""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
evaporated milk,Evaporated milk,und,,evaporated-milk,exact_alias,50,retain,D1,evaporated-milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
extra virgin olive oil,Extra Virgin Olive Oil,en,,oil,attribute_alias,1810,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farina,farina,it,it,flour,attribute_alias,43,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farina tipo 00,farina tipo 00,it,it,flour,attribute_alias,43,retain,D2,flour,"{""form"":""flour"",""refinement"":""type_00""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farine,farine,fr,fr,flour,attribute_alias,14,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farine de blé,farine de blé,fr,fr,flour,attribute_alias,59,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farinha,farinha,pt,pt,flour,attribute_alias,267,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farinha de trigo,farinha de trigo,pt,pt,flour,attribute_alias,46,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
farinha tipo 65,farinha tipo 65,pt,pt,flour,attribute_alias,195,retain,D2,flour,"{""form"":""flour"",""refinement"":""type_65""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
feta cheese,feta cheese,en,,feta,exact_alias,198,retain,D1,feta,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fine sea salt,fine sea salt,en,,salt,exact_alias,2307,retain,D2,salt,"{""form"":""fine"",""salt_class"":""sea""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fish sauce,Fish Sauce,und,,fish-sauce,exact_alias,246,retain,D1,fish-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
flour,Flour,und,,flour,exact_alias,98,retain,D1,flour,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh basil,fresh basil,en,,basil,attribute_alias,234,retain,D2,basil,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh chives,fresh chives,en,,chives,attribute_alias,294,retain,D2,chives,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh coriander,fresh coriander,en,,coriander,attribute_alias,717,retain,D2,coriander,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh dill,fresh dill,en,,dill,attribute_alias,195,retain,D2,dill,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh flat leaf parsley,fresh flat leaf parsley,en,,parsley,attribute_alias,504,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh mint,fresh mint,en,,mint,attribute_alias,261,retain,D2,mint,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh parsley,fresh parsley,en,,parsley,attribute_alias,452,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh rosemary,fresh rosemary,en,,rosemary,attribute_alias,241,retain,D2,rosemary,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fresh thyme,fresh thyme,en,,thyme,attribute_alias,390,retain,D2,thyme,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
freshly squeezed lemon juice,freshly squeezed lemon juice,en,,lemon-juice,exact_alias,427,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
frische petersilie,frische Petersilie,de,de,parsley,attribute_alias,72,retain,D2,parsley,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
frischer koriander,frischer Koriander,de,de,coriander,attribute_alias,22,retain,D2,coriander,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
frischkäse,Frischkäse,de,de,cream-cheese,exact_alias,276,retain,D1,cream-cheese,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
fruit,Fruit,und,,fruit,exact_alias,15,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
frühlingszwiebeln,Frühlingszwiebeln,de,de,spring-onion,exact_alias,243,retain,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
garlic,Garlic,und,,garlic,exact_alias,7,retain,D1,garlic,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
garlic clove,garlic clove,en,,garlic,attribute_alias,1455,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
garlic cloves,Garlic cloves,und,,garlic,attribute_alias,2946,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
garlic powder,Garlic Powder,en,,garlic,attribute_alias,276,retain,D2,garlic,"{""form"":""powder""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
gewürzpaste für gemüsebrühe selbst gemacht,Gewürzpaste für Gemüsebrühe selbst gemacht,de,de,stock-paste,attribute_alias,786,retain,D2,stock-paste,"{""variety"":""vegetable""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ginger,Ginger,und,,ginger,exact_alias,61,retain,D1,ginger,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
gousse d ail,gousse d ail,fr,fr,garlic,attribute_alias,562,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
gousses d ail,gousses d ail,fr,fr,garlic,attribute_alias,609,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
green onion,Green onion,und,,spring-onion,attribute_alias,33,retain,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
green onions,green onions,en,,spring-onion,exact_alias,143,retain,D1,spring-onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
grits,Grits,und,,grits,exact_alias,3,retain,D1,grits,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground black pepper,Ground Black Pepper,en,,pepper,attribute_alias,3552,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""black""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground cinnamon,ground cinnamon,en,,cinnamon,attribute_alias,859,retain,D2,cinnamon,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground coriander,ground coriander,en,,coriander-seed,attribute_alias,261,retain,D2,coriander-seed,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground cumin,ground cumin,en,,cumin,attribute_alias,584,retain,D2,cumin,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground nutmeg,ground nutmeg,en,,nutmeg,attribute_alias,573,retain,D2,nutmeg,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground turmeric,ground turmeric,en,,turmeric,attribute_alias,437,retain,D2,turmeric,"{""form"":""ground""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ground white pepper,Ground White Pepper,en,,pepper,attribute_alias,254,retarget,D2,piper-pepper,"{""form"":""ground"",""variety"":""white""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
guacamole,Guacamole,und,,guacamole,exact_alias,13,retain,D1,guacamole,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
half and half,Half and half,und,,half-and-half,exact_alias,10,retain,D2,half-and-half,"{""cream_class"":""half_and_half""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
harina,harina,es,es,flour,attribute_alias,8,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
harina de trigo,harina de trigo,es,es,flour,attribute_alias,21,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
heavy cream,Heavy cream,und,,heavy-cream,exact_alias,35,retarget,D2,cream,"{""fat_content"":""heavy""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
hefe,Hefe,de,de,yeast,exact_alias,259,retain,D1,yeast,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
herb,Herb,und,,herb,exact_alias,2,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
hoisin sauce,Hoisin sauce,und,,hoisin-sauce,exact_alias,46,retain,D1,hoisin-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
honey,Honey,und,,honey,exact_alias,944,retain,D1,honey,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
honig,Honig,de,de,honey,exact_alias,429,retain,D1,honey,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
huevos,huevos,es,es,egg,attribute_alias,297,retain,D2,egg,"{""egg_part"":""whole""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
huile,Huile,fr,fr,oil,exact_alias,10,retain,D1,oil,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
huile d olive,Huile d'olive,fr,fr,oil,attribute_alias,43,retain,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
icing sugar,icing sugar,en,,sugar,attribute_alias,435,retain,D2,sugar,"{""refinement"":""powdered""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
jalapeño pepper,jalapeño pepper,und,,jalapeno-pepper,exact_alias,42,retain,D2,jalapeno-pepper,"{""variety"":""jalapeno""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
jasmine rice,Jasmine rice,und,,jasmine-rice,exact_alias,82,retarget,D2,rice,"{""variety"":""jasmine""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
jus de citron,jus de citron,fr,fr,lemon-juice,exact_alias,47,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
kakao,Kakao,de,de,cocoa-powder,exact_alias,209,retain,D1,cocoa-powder,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
kartoffeln,Kartoffeln,de,de,potato,exact_alias,207,retain,D1,potato,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
ketchup,Ketchup,und,,ketchup,exact_alias,399,retain,D1,ketchup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
knoblauchzehe,Knoblauchzehe,de,de,garlic,attribute_alias,927,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
knoblauchzehen,Knoblauchzehen,de,de,garlic,attribute_alias,823,retain,D2,garlic,"{""form"":""clove""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
koriander,Koriander,de,de,coriander,exact_alias,282,retain,D1,coriander,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lait,lait,fr,fr,milk,exact_alias,1,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
large eggs,large eggs,en,,egg,attribute_alias,734,retain,D2,egg,"{""egg_part"":""whole"",""size"":""large""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
latte,latte,it,it,milk,exact_alias,8,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
leche,leche,es,es,milk,exact_alias,3,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
legume,Legume,und,,legume,exact_alias,7,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
legumes,Legumes,und,,legume,attribute_alias,10,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
leite,leite,pt,pt,milk,exact_alias,292,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lemon,Lemon,und,,lemon,exact_alias,919,retain,D1,lemon,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lemon juice,Lemon Juice,und,,lemon-juice,exact_alias,1386,retain,D1,lemon-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lemons,lemons,en,,lemon,exact_alias,185,retain,D1,lemon,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
levure boulangère fraîche,levure boulangère fraîche,fr,fr,yeast,attribute_alias,1,retain,D2,yeast,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
levure chimique,levure chimique,fr,fr,baking-powder,exact_alias,1,retain,D1,baking-powder,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lievito di birra fresco,lievito di birra fresco,it,it,yeast,attribute_alias,4,retain,D2,yeast,"{""state"":""fresh""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lime,Lime,und,,lime,exact_alias,406,retain,D1,lime,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
lime juice,Lime Juice,und,,lime-juice,exact_alias,370,retain,D1,lime-juice,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mandeln,Mandeln,de,de,almond,exact_alias,229,retain,D1,almond,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mango,Mango,und,,mango,exact_alias,68,retain,D1,mango,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
manteiga,manteiga,pt,pt,butter,exact_alias,526,retain,D1,butter,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mantequilla,mantequilla,es,es,butter,exact_alias,13,retain,D1,butter,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
maple syrup,Maple syrup,und,,maple-syrup,exact_alias,249,retain,D1,maple-syrup,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
marinara sauce,Marinara sauce,und,,marinara-sauce,exact_alias,2,retain,D1,marinara-sauce,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mayonnaise,Mayonnaise,und,,mayonnaise,exact_alias,381,retain,D1,mayonnaise,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
meat,Meat,und,,meat,exact_alias,2,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mehl,Mehl,de,de,flour,attribute_alias,1230,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
miel,miel,fr,fr,honey,exact_alias,16,retain,D1,honey,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
milch,Milch,de,de,milk,exact_alias,1105,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
milk,Milk,und,,milk,exact_alias,1059,retain,D1,milk,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
miso,Miso,und,,miso,exact_alias,9,retain,D1,miso,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
molasses,Molasses,und,,molasses,exact_alias,42,retain,D1,molasses,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mozzarella,Mozzarella,und,,mozzarella,exact_alias,562,retain,D1,mozzarella,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
muskat,Muskat,de,de,nutmeg,exact_alias,329,retain,D1,nutmeg,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mustard,Mustard,und,,mustard,exact_alias,151,retain,D1,mustard,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
möhren,Möhren,de,de,carrot,exact_alias,377,retain,D1,carrot,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
mąka pszenna,mąka pszenna,pl,pl,flour,attribute_alias,30,retain,D2,flour,"{""form"":""flour""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
nachos,Nachos,und,,nachos,exact_alias,4,retain,D1,nachos,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
natural vanilla extract,natural vanilla extract,en,,vanilla-extract,exact_alias,598,retain,D1,vanilla-extract,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
noodles,Noodles,und,,noodle,attribute_alias,1,retain,D2,noodle,"{""form"":""noodle""}",operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
nut butter,Nut butter,und,,nut-butter,exact_alias,11,retain,D1,nut-butter,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
nuts,Nuts,und,,nuts,exact_alias,14,demote,D9,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed as ambiguous/contextual or identity-ineligible,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oignon,oignon,fr,fr,onion,exact_alias,150,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
oignons,oignons,fr,fr,onion,exact_alias,40,retain,D1,onion,{},operator-corrective-review-v2,full-ontology-resolution-v2,Explicitly reviewed safe prior accepted identity,curated-ontology-v3-review-fixes/eval-ontology-audit.json
