id,polarity,label,language,expected_status,expected_entity_slug,expected_attributes,context,source_citation,reviewer,rationale
independent-holdout-positive-222,positive,(DE MAYONESA),und,accepted,mayonnaise,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1138"",""provider_review_key"":""69fc99a4c3e55e6e78451b8b4b1d4868aeb36f8889919438edfb8061e03107c4"",""title_hash"":""2a3c68716e774fffb2dee83c066531c7dbaa13768ab49caf07bc73a24b027053""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-223,positive,(DE PIMENTÓN),und,accepted,paprika,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-2765"",""provider_review_key"":""0e4ed18ad475ffa0d08dca32b434ef588491e689c5f91fd41b336d2e6b7aacd4"",""title_hash"":""67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-224,positive,(DE QUESO PARMESANO),und,accepted,parmesan,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-63"",""provider_review_key"":""e9ba9765ee72c1b8939646a7793f7ea65b83d1d3afa0b26b4d588b9716358d47"",""title_hash"":""330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-225,positive,(DE SAL MARINA),und,accepted,salt,"{""salt_class"":""sea""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-25"",""provider_review_key"":""c06d542a2ede3310f0fec641a82ac1831bbd3d78a7d8d7c1be235ae8f837134a"",""title_hash"":""69a9d240344e1e06ae6fccbce4c8904dae23dddbed90deb01dc596a525b98089""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-226,positive,(DE SALSA INGLESA),und,accepted,worcestershire-sauce,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-136"",""provider_review_key"":""705858466b222dc5c6bad8be0f5057f5138ad9e30db64c5c5f8f7aaaff55b8ea"",""title_hash"":""330958a77f98de6b476ac51c9561cc83cdcc9b47eb4e573be16bdd1e3eeac450""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-227,positive,(DE TOMATES),und,accepted,tomato,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-30"",""provider_review_key"":""238685cc5fcd188792bd7aa8d983dcdc0160a2dee277ad6bcfbc73b72d5a7c81"",""title_hash"":""5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-228,positive,(DE VINAGRE DE ARROZ),und,accepted,vinegar,"{""variety"":""rice""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1450"",""provider_review_key"":""0f7882987bdc17ccd60d359fa76cb005c5c2418bdd0d8dd4632247cc51b97237"",""title_hash"":""62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-229,positive,(DE VINAIGRE DE VIN BLANC),und,accepted,vinegar,"{""variety"":""white_wine""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-314"",""provider_review_key"":""80a0dba2162bfc1e8ebf7d67238a35d9841bb22dedab937edd2e76dc20ff25d1"",""title_hash"":""33489e83683cb827ea1372996f80c4b0bf4ce77f6e990ea1c8504026de27c7fa""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-230,positive,(DE VINAIGRE DE VIN ROUGE),und,accepted,vinegar,"{""variety"":""red_wine""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-182"",""provider_review_key"":""4ecad52a2308dbd37e1425e489c9473f0b1238ac398ecaf3fe00b0fc92668f86"",""title_hash"":""a07ad29a35ae597cea91ec624341c947e9968a67b80cb819b924c2fa374a9d9b""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-231,positive,(DE ZANAHORIA),und,accepted,carrot,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-10"",""provider_review_key"":""144795a9f2f49cd340bc2db2f5136457ab0606d33232fd59ca5f1ee0abae559e"",""title_hash"":""b96482290a873ee9875236c0b4455988a10a7ec28bba60419d449429d0ced0e0""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-232,positive,(DI CIPOLLE),und,accepted,onion,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-18"",""provider_review_key"":""56fa568c1b8a8239ad3083b62e449edd1886b50c6c5fa749359365fa7f31833d"",""title_hash"":""288971671685b8da56623362c82e1ead68186c5150a35e3b35b5ef74cd7ceebc""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-233,positive,(DI FARINA TIPO 0),und,accepted,flour,"{""form"":""flour""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-40"",""provider_review_key"":""6fed4ae3660ce9e6ea726403e95e3b969c1f2c312baf764c5174c14d98a75934"",""title_hash"":""5d055ff280ca0c2204537d8761a3e35c1f2af12ca2ec8d30d511593d1d88067d""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-234,positive,(DI PARMIGIANO REGGIANO),und,accepted,parmesan,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-63"",""provider_review_key"":""df8d879c43563dc3e81964682065632f8190dbfdf61158872516081138f07368"",""title_hash"":""330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-235,positive,(ESCHALOT),und,accepted,shallot,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-238"",""provider_review_key"":""3e0d6e86552b3655cb0497dfca04dbb3d0d8ef465edc4db248d98e211d83b556"",""title_hash"":""0cd903a1eb6be1ec4b41f16eba048704156dea31c2da82ababdad9b97e20eddf""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-236,positive,(ESCHALOTS),und,accepted,shallot,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-238"",""provider_review_key"":""d97c7b9e9a8e4e086a61d1606b2738e91cb87f8fff33d16af2fec24e7285aea2"",""title_hash"":""0cd903a1eb6be1ec4b41f16eba048704156dea31c2da82ababdad9b97e20eddf""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-237,positive,(FETA),und,accepted,feta,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-341"",""provider_review_key"":""baad3100c5df88f9288d4aa3e053cc6fc7f5cf5fecf1d3d1772bf22138c74158"",""title_hash"":""2da669b07a5aa30cb57f1be445fa357d9e7b172e1f53d55b7510f7344fb3a133""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-238,positive,(FISCHSAUCE),und,accepted,fish-sauce,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-188"",""provider_review_key"":""de6d76f2cd2a272e7e23c4c1eb52bc1d94ed3379d321145f6081f04585426b08"",""title_hash"":""5620dd11ed470447fa187ae4ae7f4be79dbe5a25b3ee1a931aeead9c1caa2ba8""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-239,positive,(FRESH BLUEBERRIES),und,accepted,blueberry,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1002"",""provider_review_key"":""aef9e8f5ecd455fa1435c993a7b52cf66d6b3bafdeeeef94eee4e22b0f1327ed"",""title_hash"":""ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-240,positive,(FRESH TOMATOES),und,accepted,tomato,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-30"",""provider_review_key"":""b209964155ff9ab925c5819746bdc116432477e6d0badbb4a7a828bf25a83240"",""title_hash"":""5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-241,positive,(FRESHLY SQUEEZED LIME JUICE),und,accepted,lime-juice,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-60"",""provider_review_key"":""1d9c74b47a74a1a32508a62024ea50cbe7ab984a8a66a6c24a9181b71f71c1e0"",""title_hash"":""7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-242,positive,(GRANULATED SUGAR),und,accepted,sugar,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-9"",""provider_review_key"":""81025a637496d36e46986403c4e8c9b5d0e9551b8aa95083362268c61da48ec4"",""title_hash"":""cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-243,positive,(GROUND PAPRIKA),und,accepted,paprika,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-2765"",""provider_review_key"":""9c56e769ad11c17f7ce8bf685d375f77ffdaffe8eef21b864ba1ca4c5c6dbaf6"",""title_hash"":""67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-244,positive,(KAROTTEN),und,accepted,carrot,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-10"",""provider_review_key"":""4c676d2a7e4f2b58820eca5cbf684eb9404e9e651d62bd73c16ac9da0611221d"",""title_hash"":""b96482290a873ee9875236c0b4455988a10a7ec28bba60419d449429d0ced0e0""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-245,positive,(KETCHUPU),und,accepted,ketchup,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1135"",""provider_review_key"":""81a23ef6a2d102d0ee45eddbc25c3e270d2f12f2eb5cb50815d05a8b53af8e57"",""title_hash"":""0bc3a5ae30466de3d77b506d364eabc28b1b7ceea061c2519328c7be72827483""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-246,positive,(LARGE RED ONIONS),und,accepted,onion,"{""variety"":""red""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-256"",""provider_review_key"":""39354be090ba9d091439527fa66510150e198d87408f5d34cc15dad672b66cfb"",""title_hash"":""eb31a331ca00003eaf7da5003795d7dd0a6b88438dbeecc3c74f78a9a1cb87dc""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-247,positive,(LE JUS D 1 2 CITRON JAUNE),und,accepted,lemon-juice,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-46"",""provider_review_key"":""7004281aec560e47755c813754bef5c7bb1cd91aa13fe30261c2c8e9c438c586"",""title_hash"":""a0d92592fbf2d89fdca2631774ae813178a8a28f886f4be9e19414dcdcaf2d17""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-248,positive,(LIMES),und,accepted,lime,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-59"",""provider_review_key"":""e0d57e4153946f1a88dffddad0517f9e5a69a4e1b7df3c2e30ce87aedfa1f3c7"",""title_hash"":""efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-249,positive,(LIMETTENSAFT),und,accepted,lime-juice,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-60"",""provider_review_key"":""4d44e1ba24d668c414f925deaba2f91d70a074bdb046b708ee3d216f65659a94"",""title_hash"":""7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-250,positive,(LIMÓN),und,accepted,lemon,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-32"",""provider_review_key"":""7769281cdfa3528d6acab616aa29d1842779e215961919f25975d67558b51a28"",""title_hash"":""f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-251,positive,(LOW MOISTURE MOZZARELLA),und,accepted,mozzarella,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-224"",""provider_review_key"":""6ad4571a44533196448d93c2497a199a9a3f158ea634eff6742ce49c1d42c332"",""title_hash"":""b5508392157fa1c40dcab78b7a43b66ece775fd4bbb6e04a1b426db2d42310d7""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-252,positive,(MAIONESE),und,accepted,mayonnaise,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1138"",""provider_review_key"":""c7a285609d21d6e9e3a48863ea0a331d2a7678ed325605e98a40e488f2c10825"",""title_hash"":""2a3c68716e774fffb2dee83c066531c7dbaa13768ab49caf07bc73a24b027053""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-253,positive,(MIODU),und,accepted,honey,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-82"",""provider_review_key"":""4cacbf0d507b6b1e532e4e0ac4d84a08ebd5cf738fc86a4626a345bc82f60b36"",""title_hash"":""a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-254,positive,(MISKET LIMONU),und,accepted,lime,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-59"",""provider_review_key"":""31b0f50b15fc01a0702db8aea63cbd63223eec00c13e10b86b162ecc73fe481d"",""title_hash"":""efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-255,positive,(MISKET LIMONU SUYU),und,accepted,lime-juice,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-60"",""provider_review_key"":""4c3fecc3cc106f3db5a83b025704bf84919787ebb610807936b0e80674c0f789"",""title_hash"":""7a27b49d802e7afe175331b6fb35e946fbab6849f7e48bd4c184177750fe9cc3""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-256,positive,(MOSTARDA),und,accepted,mustard,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-79"",""provider_review_key"":""cf3002d273df46eebe50e01ddffe6f14bf1fade169216b4ffe3bea0e64200ab8"",""title_hash"":""352b5b6699d83cdc4efde9671693f7d9ca961ca986a90a6b80550a7d173fae4b""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-257,positive,(MOSTARDA DE DIJON),und,accepted,dijon-mustard,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-458"",""provider_review_key"":""21d5fd0456c0dac0ddc80063adcb741e42adbf5fcd3c2779f158d5eb52e27845"",""title_hash"":""9c48958eb2d8a6b2b6f50bbccbc5e1b1daa290126f6c29414c7e0692d268dec3""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-258,positive,(MUSZTARDY),und,accepted,mustard,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-79"",""provider_review_key"":""581ae607423a54e44464f1d256842ba5c1987fb28580b148ec334ddd5d9ec6c9"",""title_hash"":""352b5b6699d83cdc4efde9671693f7d9ca961ca986a90a6b80550a7d173fae4b""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-259,positive,(MUỐI BIỂN),und,accepted,salt,"{""salt_class"":""sea""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-25"",""provider_review_key"":""6389cba64ea11e44308c5fdba3303d69b9dec2e82e8633e48d854bea068d5966"",""title_hash"":""69a9d240344e1e06ae6fccbce4c8904dae23dddbed90deb01dc596a525b98089""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-260,positive,(NATURAL PEANUT BUTTER),und,accepted,peanut-butter,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-4026"",""provider_review_key"":""098e33bfc94a23ea31539cd20855564d04911c7983e116b35ae39f5fa2c53f0a"",""title_hash"":""8ab7d8548a9a844cc15713a9cb891fbc74631843de1677673df02f43dbe489ce""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-261,positive,(NƯỚC),und,accepted,water,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-54"",""provider_review_key"":""146d5793dcbdccd86ea0a9103938aa37db075f3dc0f5c4cb7f811c7f51dcf8da"",""title_hash"":""0f4168490e38b8447e11ba4bd656aa11b925bd22af30bac464bc153fdb608501""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-262,positive,(OCTU),und,accepted,vinegar,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-58"",""provider_review_key"":""186e9de88d38adc8cd411e4b4ff3fd0e3ca6aacc27cd697c9d4217b215f1f6b5"",""title_hash"":""1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-263,positive,(OIL VEGETABLE),und,accepted,oil,"{""variety"":""vegetable""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-151"",""provider_review_key"":""0994c16121d34ad28bc5acccfce4f59ba4ffb4a8a990b72b88ac698e0bf86e14"",""title_hash"":""af8378fd29c209e2003a26c6b646a09f2661e6a9855b74f27b0532987a9c0436""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-264,positive,(OLEJU),und,accepted,oil,"{""variety"":""vegetable""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-151"",""provider_review_key"":""5977233f37e5115603ba8dd636a069a4c669534fb6faa78230273816f4ae3d34"",""title_hash"":""af8378fd29c209e2003a26c6b646a09f2661e6a9855b74f27b0532987a9c0436""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-265,positive,(PAPRIKA GROUND),und,accepted,paprika,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-2765"",""provider_review_key"":""6d8690bf63e280a4fda0d9c24288a233f0b1c65d00b136d6f280baeb90c8e3c6"",""title_hash"":""67aa6b6c143c668356e0bf2568c44deafba7758bc84b5d53372d41cab0d5fa98""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-266,positive,(PEARS),und,accepted,pear,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1041"",""provider_review_key"":""e4a4969d72224c7f5f8cca84e2a84955e83b4e0e8b402576e591fd7231aec9ee"",""title_hash"":""97cfbe87531abe0c6bac7b21d616cb422faaa158a9f2ae7e8685c79eb85fc65e""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-267,positive,(POMIDORÓW),und,accepted,tomato,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-30"",""provider_review_key"":""44609e97be9dd7c8375cfc728ad81c2a5f8ed00e6a58a392613cece8a2076d9d"",""title_hash"":""5ed728c2fa5d767bc6c1ec6a732db1e37c343be46913e6498d340f7782691f14""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-268,positive,(QUEIJO CHEDDAR),und,accepted,cheddar,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1414"",""provider_review_key"":""13d4be9fc25ab09bdb4578da48d68e995310e518f53bee075bb2a7c400384a7e"",""title_hash"":""162aee2f56be01284ed76dac7bf58cf2eb783b143e0865c0cd238400a3b95868""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-269,positive,(QUESO PARMESANO),und,accepted,parmesan,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-63"",""provider_review_key"":""fcc043f4ff2e8250af7879044c10404f831c5285faaa2978d965a01f232e3be3"",""title_hash"":""330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-270,positive,(RICE WINE VINEGAR),und,accepted,vinegar,"{""variety"":""rice""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1450"",""provider_review_key"":""3beedb6a93dfb64d774bd807a3df3c8ee1d911a2cafe5ca8a6594dc6eba9e7f4"",""title_hash"":""62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-271,positive,(RICE WINE VINEGAR UNSEASONED),und,accepted,vinegar,"{""variety"":""rice""}","{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-1450"",""provider_review_key"":""c6e7bd0ffda4f754648d95240feb559ccc7e233318d3ffbec4092355d35f1b47"",""title_hash"":""62d74ac3c5bcc094610be12c34f0878e4267ed6b95b5c0f5ed142681b2d90db9""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-272,positive,(RUNNY HONEY),und,accepted,honey,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-82"",""provider_review_key"":""3e5b074c2990709a9f62a927580274bbc04fd9e377e788f9b95c1fe86ee68c6c"",""title_hash"":""a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-273,positive,(SALATGURKE),und,accepted,cucumber,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-199"",""provider_review_key"":""f473e5978bfd8a7614e0baac46da414d8c78ddd0c1a057ac5df39dd3de063486"",""title_hash"":""dd832404e8eeb90793f0369b96ed1702e0e22487a58eb4c1f285a4af5c4f6f21""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-274,positive,(SALSA),und,accepted,parsley,"{""state"":""fresh""}","{""cohort"":""pt"",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-33"",""provider_review_key"":""6649698a28cb1f70d896865b4e3f479abfd607d33c03efce8962144e1d1aaea8"",""title_hash"":""9f65e7fcdfcbeecd7e432bf3b24c678c05db722a5b29989be5f93b339bc86326""}",frozen rpf-33 observation + salsa 910/952 cohort,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-275,positive,(SCALLIONS),und,accepted,spring-onion,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-535"",""provider_review_key"":""afc25b59d3606bb5baacdb9ad9429e72a273bed3b74da5b6e156d0b1d9725044"",""title_hash"":""1ffd58e701c0a9f857b2a0a9d458777b4b96ed42a22691d4d81482c4691102b9""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-276,positive,(SERA ŻÓŁTEGO),und,accepted,cheese,{},"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-74"",""provider_review_key"":""b299b3bf710e78e2c8e4e399f3f248432049cb1e3850e26f97d0109e4fb0fbce"",""title_hash"":""873ac9ffea4dd04fa719e8920cd6938f0c23cd678af330939cff53c3d2855f34""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
independent-holdout-positive-277,positive,(SHAVED PARMESAN CHEESE),und,accepted,parmesan,[],"{""cohort"":"""",""provider_ref"":""com.vorwerk.ingredients.Ingredient-rpf-63"",""provider_review_key"":""dae9d1d4864ec5116fe7a195bd41bdc7e2b147a944a45a1f8e7d39bb1ab83297"",""title_hash"":""330ef099cde2127854ca50b5747c77b7f5b0d909e97c3a969c06b907f84b6e71""}",frozen provider observations + curated eval ontology audit,operator-corrective-review-v2,Independent holdout surface-form review; not an ingest manifest row
