case_id,polarity,source_corpus,source_record_key,original_label,language,resolver_context_json,expected_status,expected_entity_slug,expected_attributes_json,expected_evidence_json,evidence_category,primary_evidence_citation,rationale,adjudicator,adjudicated_at
v314-pos-002,positive,frozen_eval_recipe_ingredient,eval-ri-576,de pimienta negra molida,und,{},accepted,piper-pepper,"{""form"":""ground"",""variety"":""black""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=576 plus maintainer culinary adjudication,The reviewed Spanish label preserves both ground form and black Piper variety.,operator-corrective-review-v3,2026-08-11
v314-pos-003,positive,frozen_eval_recipe_ingredient,eval-ri-2886,de poivre blanc moulu,und,{},accepted,piper-pepper,"{""form"":""ground"",""variety"":""white""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=2886 plus maintainer culinary adjudication,The reviewed French label preserves both ground form and white Piper variety.,operator-corrective-review-v3,2026-08-11
v314-pos-004,positive,frozen_eval_recipe_ingredient,eval-ri-5450,di lievito di birra fresco,und,{},accepted,yeast,"{""state"":""fresh""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=5450 plus maintainer culinary adjudication,The reviewed Italian yeast label preserves the explicit fresh state.,operator-corrective-review-v3,2026-08-11
v314-pos-005,positive,frozen_eval_recipe_ingredient,eval-ri-10466,de perejil fresco,und,{},accepted,parsley,"{""state"":""fresh""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=10466 plus maintainer culinary adjudication,The reviewed Spanish parsley label preserves the explicit fresh state.,operator-corrective-review-v3,2026-08-11
v314-pos-006,positive,frozen_eval_recipe_ingredient,eval-ri-12496,di origano secco,und,{},accepted,oregano,"{""processing"":""dried""}","{""mapping_source"":""attribute_alias""}",culinary_identity,frozen eval recipe_ingredients.id=12496 plus maintainer culinary adjudication,The reviewed Italian oregano label preserves the explicit dried processing state.,operator-corrective-review-v3,2026-08-11
v314-pos-007,positive,frozen_provider_term,provider-term-rpf-174,baking powder,en,"{""provider_term_ref"":""com.vorwerk.ingredients.Ingredient-rpf-174"",""title_hash"":""99d5811f346feea30ae06b41adcad5ecaba96347567634a98c749a4f8b44c037""}",accepted,baking-powder,{},"{""disposition_code"":""D1"",""mapping_source"":""explicit_provider_term_manifest""}",provider_ref_title_hash,Cookidoo rpf-174 exact title and frozen title hash,Powder is inherent in the reviewed baking-powder identity and is not duplicated as a form facet.,operator-corrective-review-v3,2026-08-11
v314-pos-008,positive,frozen_provider_term,provider-term-rpf-7310,freshly squeezed lemon juice,en,"{""provider_term_ref"":""com.vorwerk.ingredients.Ingredient-rpf-7310"",""title_hash"":""af9f757f9e3399e4f349ee9ea6263db3d03ae03459d777fc6f4d4f41faa448c4""}",accepted,lemon-juice,"{""state"":""fresh""}","{""disposition_code"":""D2"",""mapping_source"":""explicit_provider_term_manifest""}",provider_ref_title_hash,Cookidoo rpf-7310 exact title and frozen title hash,Freshly squeezed lemon juice preserves its reviewed fresh state.,operator-corrective-review-v3,2026-08-11
v314-pos-009,positive,frozen_product_corpus,product-f19504ee9d0bebfe5ce7,Applewood Smoked Thick Cut Bacon,und,"{""product_fingerprint"":""f19504ee9d0bebfe5ce76ceb1282210f95b2098e25c171c0d93b4a9153d94cf4""}",accepted,bacon,"{""preparation"":""thick_cut"",""processing"":""smoked""}","{""disposition_code"":""D2"",""mapping_source"":""fingerprint_bound_product_review""}",product_fingerprint,product fingerprint f19504ee from frozen 174-product corpus,The fingerprint-bound product preserves both smoked processing and thick-cut preparation.,operator-corrective-review-v3,2026-08-11
v314-pos-010,positive,frozen_eval_recipe_ingredient,eval-ri-5369,cheese,en,{},accepted,cheese,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=5369 plus maintainer generic identity adjudication,Cheese is retained as a valid generic culinary identity while descendant ancestry remains non-satisfying.,operator-corrective-review-v3,2026-08-11
v314-pos-011,positive,frozen_eval_recipe_ingredient,eval-ri-5828,wine,en,{},accepted,wine,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=5828 plus maintainer generic identity adjudication,Wine is retained as a valid generic culinary identity while descendant ancestry remains non-satisfying.,operator-corrective-review-v3,2026-08-11
v314-pos-012,positive,frozen_eval_recipe_ingredient,eval-ri-5973,chocolate,en,{},accepted,chocolate,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=5973 plus maintainer generic identity adjudication,Chocolate is retained as a valid generic culinary identity with same-entity facet compatibility.,operator-corrective-review-v3,2026-08-11
v314-pos-013,positive,frozen_eval_recipe_ingredient,eval-ri-2027,cheddar cheese,en,{},accepted,cheddar,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=2027 plus maintainer contrast adjudication,Cheddar is a distinct child identity and must not collapse to generic cheese.,operator-corrective-review-v3,2026-08-11
v314-pos-014,positive,frozen_eval_recipe_ingredient,eval-ri-110612,cooking wine,en,{},accepted,cooking-wine,{},"{""mapping_source"":""exact_alias""}",culinary_identity,frozen eval recipe_ingredients.id=110612 plus maintainer contrast adjudication,Cooking wine is a distinct prepared child identity and must not collapse to generic wine.,operator-corrective-review-v3,2026-08-11
